course_id,course_name,course_overview_raw,course_url,credits,discovery_method,discovery_source_url,display_course_code,http_status,in_canonical_workbooks_before,in_database_before,page_title,prerequisite_status,prerequisite_text_raw,reconciliation,seed,status,subject_category,validation_notes,validation_status
ELEX7010,Engineering Statistics,"The course covers numerical and graphical methods of descriptive statistics, basic probability theory, the notion of discrete and continuous random variables and their probability distributions (focussing on the binomial, geometric, hypergeometric, Poisson, uniform, exponential, normal and Erlang-k distributions), the connection between probability and statistical inference (population and sample), sampling and sampling distributions, computation of confidence interval estimates and testing of hypotheses (involving means, differences of means, proportions, difference of proportions, variances), an introduction to simple and multiple linear regression, an introduction to experimental design and analysis of variance, and an introduction to basic principles of quality control. Prerequisite(s) No prerequisites are required for this course. Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/engineering-statistics-elex-7010/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 7010,200,False,False,Engineering Statistics ELEX 7010,explicit_none,No prerequisites are required for this course.,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX7040,Engineering Materials,"Overview of materials used in engineering-metals, ceramics, plastics, semiconductors and wood. Examines microstructure of materials and macroscopic properties such as modulus of elasticity and tensile and shear strengths. Topics such as phase diagrams, solid state transformations, fracture, corrosion and sizing are included. Some laboratory demonstrations. Prerequisite(s) No prerequisites are required for this course. Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/engineering-materials-elex-7040/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 7040,200,False,False,Engineering Materials ELEX 7040,explicit_none,No prerequisites are required for this course.,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX7120,Linear Algebra and Vector Calculus,"This course covers the basics of vectors, matrices, matrix operations, determinants and linear transformations. Applications to linear algebraic equations and eigenvalue/eigenvector problems are covered, as well as to systems of linear ordinary differential equations. The course then covers vector functions and operators, curvilinear coordinates, line and surface integrals and integral theorems such as Stoke's and Green's theorems.. Applications in circuit theory, control systems, network theory, electromagnetism, robotics, gravitation, and system modeling are emphasized. Prerequisite(s) 50% in ELEX 7020 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/linear-algebra-and-vector-calculus-elex-7120/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 7120,200,False,False,Linear Algebra and Vector Calculus ELEX 7120,authoritative_raw_text,50% in ELEX 7020,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX7121,Scientific Computing 2,"Covers numerical methods and use of computer algorithms for discrete least squares approximation, trigonometric polynomial approximation, Fast Fourier Transforms, and Boundary value problems. Solutions of second order partial differential equations, namely, elliptic (Laplace's and Poisson's), parabolic and hyperbolic equations, using finite difference methods will be covered. Computer programs and software packages (MATLAB) will be used to solve equations. Prerequisite(s) ELEX 7120 or can be taken concurrently Credits 1.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/scientific-computing-2-elex-7121/,1.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 7121,200,False,False,Scientific Computing 2 ELEX 7121,authoritative_raw_text,ELEX 7120 or can be taken concurrently,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX7140,Semiconductor Theory and Applications,This course is an introduction to semiconductor and electronic devices. Crystal properties of semiconductor materials will be described. After a review of the Bohr model and quantum mechanics Schrodinger equation will be solved. Energy bands and charge carriers in semiconductors will be described. Theory of forward-and reverse-biased p-n junction and transistor will be presented. Operation of field effect transistor will be explained. There will be experiments to relate theory to the electronic devices. Prerequisite(s) 50% in ELEX 7040 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.,https://www.bcit.ca/courses/semiconductor-theory-and-applications-elex-7140/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 7140,200,False,False,Semiconductor Theory and Applications ELEX 7140,authoritative_raw_text,50% in ELEX 7040,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX7210,Signal Theory and Processing,"This course is divided into two parts. Approximately 40% of the course time is devoted to continuous time signal processing and 60% to discrete time signal processing. The continuous time section of the course starts with a general overview of analog filter types and the approximation problem. Transfer functions for various filter types, typically Butterworth, Chebyshev, Cauer and Bessel, are then derived. Transformations from normalized low-pass to high-pass, band-pass, and band-reject and also scaling are covered. Various circuits to realize the resulting transfer functions are analyzed and implemented in the laboratory. The discrete time section starts with a review of the properties of sine waves including discrete time representation. Spectrum representation is examined and various Fourier series representations are covered. Sampling and aliasing are examined followed by an examination of the basics of FIR filters. Techniques for designing FIR filters are presented. The z-transform is developed, followed by an examination of recursive filters. Various s-plane to z-plane transformations are presented and design techniques for recursive filters are covered. The theory is strongly supported by several design projects which are implemented and tested in the laboratory. Prerequisite(s) 50% in ELEX 7110 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/signal-theory-and-processing-elex-7210/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 7210,200,False,False,Signal Theory and Processing ELEX 7210,authoritative_raw_text,50% in ELEX 7110,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX7220,Feedback Control,"Linear controller design in a variety of application areas. Model equations from first principles, empirical models. Continuous and discrete time frameworks. PID control analysis, transform controller design, state feedback design the linear quadratic Gaussian regulator problem, dead time compensation, sensitivity analysis, predictive control. Hands-on labs form an integral part of the course. Prerequisite(s) 50% in ELEX 7110 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/feedback-control-elex-7220/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 7220,200,False,False,Feedback Control ELEX 7220,authoritative_raw_text,50% in ELEX 7110,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX8010,Data Communication,"This course gives an overview of data communication. The course covers the ISO/OSI seven layer protocol model. Emphasis is placed on the role and function of communication protocols, particularly at the physical and data-link layers. Students gain an understanding of the various communication protocols that have been defined to create communication environments in which computers can exchange information in an open way. Course topics include protocol operation error detection and control, encoding, modulation techniques and data compression. Hands on data communication programming and hardware labs are incorporated into the course so that students can master the material. Prerequisite(s) 50% in ELEX 7020 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/data-communication-elex-8010/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 8010,200,False,False,Data Communication ELEX 8010,authoritative_raw_text,50% in ELEX 7020,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX8030,Real-Time Embedded Systems,"This course covers software and hardware design for real-time embedded systems. Topics include real-time implementation of DSP algorithms, code and hardware optimization for speed and power, real-time operating systems, reliable operation, and overall system architecture. In the laboratory, students will apply selected concepts learned in the lectures by implementing them on a development board centered around a DSP-oriented microcontroller. This course uses C as the programming language. There is some interaction with assembly code. Tutorial time early in the course is available to bring students back up to speed on selected topics such as C programming. Prerequisite(s) No prerequisites are required for this course. Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/real-time-embedded-systems-elex-8030/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 8030,200,False,False,Real-Time Embedded Systems ELEX 8030,explicit_none,No prerequisites are required for this course.,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX8130,Computer Networks,"This course analyzes the various communication protocols that have been defined to create communication environments in which computers can exchange information in an open way. Course topics include protocol structures, inter-networking, high-speed networks and network management issues. Error control and correction, and queuing theory is also presented. Students will perform hands-on labs and programming assignments using BCIT's telecommunications lab hardware. Prerequisite(s) 50% in ELEX 8010 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/computer-networks-elex-8130/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 8130,200,False,False,Computer Networks ELEX 8130,authoritative_raw_text,50% in ELEX 8010,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX8140,Mobile Communications,"This course covers an introduction to past and modern wireless communication systems (2G, 3G and Bluetooth). The cellular concept and system design fundamentals are presented. Discussion of mobile radio propagation for large-scale path loss is followed by small-scale fading and multi-path. A summary of various modulation techniques is given. Finally, multiple access techniques for wireless communication are described. There will be two or more labs. and a team project regarding coverage prediction and frequency re-use for a region of North America. Prerequisite(s) 50% in ELEX 7230 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/mobile-communications-elex-8140/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 8140,200,False,False,Mobile Communications ELEX 8140,authoritative_raw_text,50% in ELEX 7230,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX8180,Discrete-Time Control Systems,"Model structure selection, noise and disturbance models, system identification- maximum likelihood, least squares, instrumental variables, correlation and frequency domain methods. Controller design in discrete time- z-transform, PID control, polynomial and state space methods, observers, LQR methods, cascade control, feedforward, selector control, gain scheduling, sampling, anti-aliasing and reconstruction, discrete equivalents of continuous time controllers, dead time compensation, nonlinearities, introduction to multivariable methods. Lab component includes identification and real time control of various processes, graphical user interface design and logic programming using Stateflow software. Prerequisite(s) 50% in ELEX 7220 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/discrete-time-control-systems-elex-8180/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 8180,200,False,False,Discrete-Time Control Systems ELEX 8180,authoritative_raw_text,50% in ELEX 7220,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX8270,Power System Analysis,"The course presents methods of power system analysis and design in sufficient depth to give the basic knowledge for solving fundamental problems of modern power systems. The main goal of the course is to review the students existing knowledge of power systems and then advance it toward analysis methods, developing conceptual insights, and gaining experience with applicable software simulation and analytical tools through hands on laboratory exercises. Topics include: review of fundamentals of power systems, symmetrical components, modelling of generators, transformers, transmission lines and loads, principles of network analysis, power flow, faults, voltage and frequency controls, economic dispatch, voltage stability, and transient stability. Prerequisite(s) 50% in ELEX 7240 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/power-system-analysis-elex-8270/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 8270,200,False,False,Power System Analysis ELEX 8270,authoritative_raw_text,50% in ELEX 7240,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX8275,RF Design Engineering,"This course covers the design principles for high frequency circuits, at the component and circuit level, from HF through the lower microwave range. Topics include: passive component behaviour, impedance matching networks, two-port network parameters, passive lumped and distributed filter design; stability, gain and noise considerations in amplifier design; oscillator design; detector and mixer design; control circuits. Labs require students to design, simulate, build and test various circuits applying theoretic knowledge. Prerequisite(s) 50% in ELEX 7230 Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/rf-design-engineering-elex-8275/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 8275,200,False,False,RF Design Engineering ELEX 8275,authoritative_raw_text,50% in ELEX 7230,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
ELEX8280,Engineering Law,"This course provides an introduction to the Canadian legal system, discusses business organizations, international considerations, tort liability, contracts (offer and acceptance, interpretation, discharge, breach, dispute resolutions), intellectual property law, legal and ethical responsibilities of professional engineer. The course will include critique and group discussion of case studies. Prerequisite(s) No prerequisites are required for this course. Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.",https://www.bcit.ca/courses/engineering-law-elex-8280/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,ELEX 8280,200,False,False,Engineering Law ELEX 8280,explicit_none,No prerequisites are required for this course.,newly_found,True,Not offered this term,Electrical and Computer Engineering Course,,validated
FMGT8295,Engineering Economics,This course is meant to provide the practicing engineer with the financial knowledge and skills required for the economic analysis of business situations; more specifically the costs and benefits of alternative solutions to technical problems. This course covers the syllabus material for the CCPE Engineering Economics exam. Prerequisite(s) No prerequisites are required for this course. Credits 3.0 Not offered this term This course is not offered this term. Notify me to receive email notifications when the course opens for registration next term.,https://www.bcit.ca/courses/engineering-economics-fmgt-8295/,3.0,program_matrix_link,https://www.bcit.ca/programs/electronics-bachelor-of-technology-part-time-8900btech/,FMGT 8295,200,False,False,Engineering Economics FMGT 8295,explicit_none,No prerequisites are required for this course.,newly_found,True,Not offered this term,Financial Management Course,,validated
ACCG6310,,,https://www.bcit.ca/courses/auditing-and-assurance-accg-6310/,,program_matrix_link,https://www.bcit.ca/programs/professional-accounting-advanced-diploma-full-time-part-time-5290advdip/,ACCG 6310,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACCG6510,,,https://www.bcit.ca/courses/corporate-finance-principles-accg-6510/,,program_matrix_link,https://www.bcit.ca/programs/professional-accounting-advanced-diploma-full-time-part-time-5290advdip/,ACCG 6510,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACED1200,,,https://www.bcit.ca/courses/digital-modelling-fundamentals-aced-1200/,,program_matrix_link,https://www.bcit.ca/programs/fundamentals-in-architecture-construction-and-engineering-microcredential-part-time-0874cm/,ACED 1200,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACED1205,,,https://www.bcit.ca/courses/revit-fundamentals-aced-1205/,,program_matrix_link,https://www.bcit.ca/programs/essential-technical-skills-for-architecture-construction-and-engineering-certificate-part-time-6090cert/,ACED 1205,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACED1215,,,https://www.bcit.ca/courses/introduction-to-construction-project-management-communication-and-professionalism-aced-1215/,,program_matrix_link,https://www.bcit.ca/programs/fundamentals-in-architecture-construction-and-engineering-microcredential-part-time-0874cm/,ACED 1215,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACED1220,,,https://www.bcit.ca/courses/introduction-to-building-technology-aced-1220/,,program_matrix_link,https://www.bcit.ca/programs/fundamentals-in-architecture-construction-and-engineering-microcredential-part-time-0874cm/,ACED 1220,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACED1250,,,https://www.bcit.ca/courses/design-build-practicum-1-aced-1250/,,program_matrix_link,https://www.bcit.ca/programs/essential-technical-skills-for-architecture-construction-and-engineering-certificate-part-time-6090cert/,ACED 1250,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACED1270,,,https://www.bcit.ca/courses/design-build-practicum-2-aced-1270/,,program_matrix_link,https://www.bcit.ca/programs/essential-technical-skills-for-architecture-construction-and-engineering-certificate-part-time-6090cert/,ACED 1270,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACED1305,,,https://www.bcit.ca/courses/introduction-to-systems-structural-mechanical-and-electrical-aced-1305/,,program_matrix_link,https://www.bcit.ca/programs/essential-technical-skills-for-architecture-construction-and-engineering-certificate-part-time-6090cert/,ACED 1305,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACIM5040,,,https://www.bcit.ca/courses/variable-frequency-drives-and-servos-acim-5040/,,program_matrix_link,https://www.bcit.ca/programs/renewable-energy-electrical-systems-installation-and-maintenance-advanced-certificate-part-time-6185adcert/,ACIM 5040,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACIM6030,,,https://www.bcit.ca/courses/process-and-distributed-control-systems-acim-6030/,,program_matrix_link,https://www.bcit.ca/programs/automated-controls-installation-and-maintenance-advanced-certificate-part-time-1320adcert/,ACIM 6030,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ACIM6040,,,https://www.bcit.ca/courses/industrial-communication-and-data-acquisition-acim-6040/,,program_matrix_link,https://www.bcit.ca/programs/automated-controls-installation-and-maintenance-advanced-certificate-part-time-1320adcert/,ACIM 6040,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AIRC1004,,,https://www.bcit.ca/courses/introduction-to-airport-and-airside-operations-airc-1004/,,program_matrix_link,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,AIRC 1004,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AIRC1008,,,https://www.bcit.ca/courses/introduction-to-safety-management-systems-airc-1008/,,program_matrix_link,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,AIRC 1008,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AMFG4200,,,https://www.bcit.ca/courses/design-for-additive-manufacturing-dfam-amfg-4200/,,program_matrix_link,https://www.bcit.ca/programs/applied-additive-manufacturing-microcredential-part-time-0875cm/,AMFG 4200,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AMFG4300,,,https://www.bcit.ca/courses/reverse-engineering-re-amfg-4300/,,program_matrix_link,https://www.bcit.ca/programs/applied-additive-manufacturing-microcredential-part-time-0875cm/,AMFG 4300,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AMRC1017,,,https://www.bcit.ca/courses/area-manager-road-certification-in-field-practicum-amrc-1017/,,program_matrix_link,https://www.bcit.ca/programs/road-area-manager-certification-statement-of-completion-part-time-0425000000/,AMRC 1017,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
APIC1181,,,https://www.bcit.ca/courses/logistics-transportation-and-distribution-certification-apic-1181/,,program_matrix_link,https://www.bcit.ca/programs/operations-management-materials-management-option-certificate-part-time-690dmcert/,APIC 1181,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ASCT1135,,,https://www.bcit.ca/courses/construction-drawings-for-commercial-buildings-asct-1135/,,program_matrix_link,https://www.bcit.ca/programs/construction-drawings-associate-certificate-part-time-1155acert/,ASCT 1135,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ASCT1145,,,https://www.bcit.ca/courses/construction-drawings-for-industrial-buildings-asct-1145/,,program_matrix_link,https://www.bcit.ca/programs/construction-drawings-associate-certificate-part-time-1155acert/,ASCT 1145,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
ASCT1155,,,https://www.bcit.ca/courses/construction-drawings-for-residential-buildings-asct-1155/,,program_matrix_link,https://www.bcit.ca/programs/construction-drawings-associate-certificate-part-time-1155acert/,ASCT 1155,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AUTO2160,,,https://www.bcit.ca/courses/automotive-service-advisor-auto-2160/,,program_matrix_link,https://www.bcit.ca/programs/automotive-service-management-essentials-microcredential-part-time-0838cm/,AUTO 2160,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AUTO3160,,,https://www.bcit.ca/courses/automotive-service-management-auto-3160/,,program_matrix_link,https://www.bcit.ca/programs/automotive-service-management-essentials-microcredential-part-time-0838cm/,AUTO 3160,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AVAO1186,,,https://www.bcit.ca/courses/technical-report-writing-and-communications-avao-1186/,,program_matrix_link,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,AVAO 1186,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AVAO1190,,,https://www.bcit.ca/courses/airport-master-planning-and-certification-avao-1190/,,program_matrix_link,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,AVAO 1190,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AVAO2222,,,https://www.bcit.ca/courses/human-factors-in-aviation-avao-2222/,,program_matrix_link,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,AVAO 2222,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AVAO2260,,,https://www.bcit.ca/courses/airport-security-systems-avao-2260/,,program_matrix_link,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,AVAO 2260,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AVAO2295,,,https://www.bcit.ca/courses/aerodrome-standards-and-recommended-practices-avao-2295/,,program_matrix_link,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,AVAO 2295,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AVAO3320,,,https://www.bcit.ca/courses/airport-safety-and-emergency-preparedness-avao-3320/,,program_matrix_link,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,AVAO 3320,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AVFL1000,,,https://www.bcit.ca/courses/aircraft-structural-inspection-techniques-avfl-1000/,,program_matrix_link,https://www.bcit.ca/programs/aircraft-defect-inspection-and-reporting-techniques-microcredential-part-time-0851cm/,AVFL 1000,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
AVFL1005,,,https://www.bcit.ca/courses/aircraft-inspection-defect-reporting-avfl-1005/,,program_matrix_link,https://www.bcit.ca/programs/aircraft-defect-inspection-and-reporting-techniques-microcredential-part-time-0851cm/,AVFL 1005,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BABI1100,,,https://www.bcit.ca/courses/business-analytics-fundamentals-babi-1100/,,program_matrix_link,https://www.bcit.ca/programs/business-administration-general-option-diploma-part-time-703adipma/,BABI 1100,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BABI4000,,,https://www.bcit.ca/courses/applied-data-management-for-analytics-babi-4000/,,program_matrix_link,https://www.bcit.ca/programs/business-data-management-associate-certificate-part-time-5295acert/,BABI 4000,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BABI4005,,,https://www.bcit.ca/courses/dqm-with-python-babi-4005/,,program_matrix_link,https://www.bcit.ca/programs/business-data-management-associate-certificate-part-time-5295acert/,BABI 4005,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BABI9005,,,https://www.bcit.ca/courses/theory-of-business-data-analytics-babi-9005/,,program_matrix_link,https://www.bcit.ca/programs/business-analytics-graduate-certificate-full-time-a600grcert/,BABI 9005,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BABI9050,,,https://www.bcit.ca/courses/business-analytics-capstone-project-babi-9050/,,program_matrix_link,https://www.bcit.ca/programs/business-analytics-graduate-certificate-full-time-a600grcert/,BABI 9050,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BCST0060,,,https://www.bcit.ca/courses/broadcast-television-and-video-production-pre-entry-course-bcst-0060/,,program_matrix_link,https://www.bcit.ca/programs/television-and-video-production-diploma-full-time-6130dipma/,BCST 0060,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BCST1002,,,https://www.bcit.ca/courses/the-music-business-the-essentials-bcst-1002/,,program_matrix_link,https://www.bcit.ca/programs/radio-arts-and-entertainment-associate-certificate-part-time-6125acert/,BCST 1002,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BCST1003,,,https://www.bcit.ca/courses/the-music-business-marketing-and-entertainment-law-bcst-1003/,,program_matrix_link,https://www.bcit.ca/programs/music-business-associate-certificate-part-time-5115acert/,BCST 1003,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BCST1005,,,https://www.bcit.ca/courses/the-music-business-career-incubator-bcst-1005/,,program_matrix_link,https://www.bcit.ca/programs/music-business-associate-certificate-part-time-5115acert/,BCST 1005,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BCST1006,,,https://www.bcit.ca/courses/the-music-business-revenue-streams-bcst-1006/,,program_matrix_link,https://www.bcit.ca/programs/music-business-associate-certificate-part-time-5115acert/,BCST 1006,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BCST1129,,,https://www.bcit.ca/courses/home-music-recording-bcst-1129/,,program_matrix_link,https://www.bcit.ca/programs/video-production-and-editing-associate-certificate-part-time-6120acert/,BCST 1129,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BCST1193,,,https://www.bcit.ca/courses/social-media-storytelling-bcst-1193/,,program_matrix_link,https://www.bcit.ca/programs/video-production-and-editing-associate-certificate-part-time-6120acert/,BCST 1193,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BCST1201,,,https://www.bcit.ca/courses/journeys-from-script-to-screen-bcst-1201/,,program_matrix_link,https://www.bcit.ca/programs/video-production-and-editing-associate-certificate-part-time-6120acert/,BCST 1201,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
BCST1510,,,https://www.bcit.ca/courses/climate-change-storytelling-for-social-change-bcst-1510/,,program_matrix_link,https://www.bcit.ca/programs/radio-arts-and-entertainment-associate-certificate-part-time-6125acert/,BCST 1510,,False,False,,,,discovered_unenriched,False,,,Official BCIT program page links to this course page; course detail page not enriched in this run.,official_program_link_candidate
