program_id,source_url,source_title,credential,format,domestic_only,intake_start,application_status,campus,matched
6585CERT,https://www.bcit.ca/programs/graphic-design-certificate-full-time-part-time-6585cert/,Graphic Design,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
6585CERT,https://www.bcit.ca/programs/graphic-design-certificate-full-time-part-time-6585cert/,Graphic Design,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
6585CERT,https://www.bcit.ca/programs/graphic-design-certificate-full-time-part-time-6585cert/,Graphic Design,Certificate,Part-time - Domestic Only,true,Apr 2027,Open,Blended: Burnaby/Downtown,true
6860ADCERT,https://www.bcit.ca/programs/health-leadership-advanced-certificate-part-time-6860adcert/,Health Leadership,Advanced Certificate,Part-time,false,Sep 2026,Closed,Online,true
6860ADCERT,https://www.bcit.ca/programs/health-leadership-advanced-certificate-part-time-6860adcert/,Health Leadership,Advanced Certificate,Part-time,false,Jan 2027,Open,Online,true
6860ADCERT,https://www.bcit.ca/programs/health-leadership-advanced-certificate-part-time-6860adcert/,Health Leadership,Advanced Certificate,Part-time - Domestic Only,true,Apr 2027,Open,Online,true
,https://www.bcit.ca/programs/health-sciences-study-abroad-full-time-0350nobcit/,Health Sciences Study Abroad,,Full-time,false,Jan 2027,Open,Burnaby/Downtown,false
5170ACERT,https://www.bcit.ca/programs/healthcare-unit-clerk-associate-certificate-part-time-5170acert/,Healthcare Unit Clerk,Associate Certificate,Part-time,false,Sep 2026,Closed,Online,true
5170ACERT,https://www.bcit.ca/programs/healthcare-unit-clerk-associate-certificate-part-time-5170acert/,Healthcare Unit Clerk,Associate Certificate,Part-time,false,Jan 2027,Open,Online,true
5170ACERT,https://www.bcit.ca/programs/healthcare-unit-clerk-associate-certificate-part-time-5170acert/,Healthcare Unit Clerk,Associate Certificate,Part-time,false,Apr 2027,Open,Online,true
2958CERT,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-certificate-full-time-2958cert/,"Heating, Ventilation, Air Conditioning and Refrigeration Technician",Certificate,Full-time,false,Ongoing intake,Waitlisting,Burnaby Campus,true
2992DIPMA,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-diploma-full-time-2992dipma/,"Heating, Ventilation, Air Conditioning and Refrigeration Technician",Diploma,Full-time,false,Ongoing intake,Waitlisting,Burnaby Campus,true
