program_id,source_url,source_title,credential,format,domestic_only,intake_start,application_status,campus,matched
1855DIPMA,https://www.bcit.ca/programs/heavy-duty-truck-technology-diploma-full-time-1855dipma/,Heavy Duty Truck Technology,Diploma,Full-time,false,Ongoing intake,Open,Annacis Island Campus,true
1940CERT,https://www.bcit.ca/programs/heavy-mechanical-trades-foundation-certificate-full-time-1940cert/,Heavy Mechanical Trades Foundation,Certificate,Full-time,false,Ongoing intake,Waitlisting,Annacis Island Campus,true
7610ACERT,https://www.bcit.ca/programs/human-resource-management-associate-certificate-part-time-7610acert/,Human Resource Management,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
7610ACERT,https://www.bcit.ca/programs/human-resource-management-associate-certificate-part-time-7610acert/,Human Resource Management,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
7610ACERT,https://www.bcit.ca/programs/human-resource-management-associate-certificate-part-time-7610acert/,Human Resource Management,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
625AMCERT,https://www.bcit.ca/programs/human-resource-management-certificate-part-time-625amcert/,Human Resource Management,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
625AMCERT,https://www.bcit.ca/programs/human-resource-management-certificate-part-time-625amcert/,Human Resource Management,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
625AMCERT,https://www.bcit.ca/programs/human-resource-management-certificate-part-time-625amcert/,Human Resource Management,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
2945DIPMA,https://www.bcit.ca/programs/industrial-instrumentation-and-process-control-technician-diploma-full-time-2945dipma/,Industrial Instrumentation and Process Control Technician,Diploma,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
5265DIPMA,https://www.bcit.ca/programs/industrial-network-cybersecurity-diploma-full-time-5265dipma/,Industrial Network Cybersecurity,Diploma,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
6195CERT,https://www.bcit.ca/programs/interior-design-fundamentals-certificate-full-time-part-time-6195cert/,Interior Design Fundamentals,Certificate Levels 1 - 2,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
6195CERT,https://www.bcit.ca/programs/interior-design-fundamentals-certificate-full-time-part-time-6195cert/,Interior Design Fundamentals,Certificate Levels 1 - 2,Part-time,false,Sep 2026,Closed,Burnaby Campus,true
6195CERT,https://www.bcit.ca/programs/interior-design-fundamentals-certificate-full-time-part-time-6195cert/,Interior Design Fundamentals,Certificate Levels 1 - 2,Part-time,false,Jan 2027,Open,Burnaby Campus,true
6195CERT,https://www.bcit.ca/programs/interior-design-fundamentals-certificate-full-time-part-time-6195cert/,Interior Design Fundamentals,Certificate Levels 1 - 2,Part-time - Domestic Only,true,Apr 2027,Open,Burnaby Campus,true
8830BID,https://www.bcit.ca/programs/interior-design-bachelor-of-interior-design-full-time-8830bid/,Interior Design,Bachelor of Interior Design Levels 5 - 8,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
,https://www.bcit.ca/programs/interior-design/,Interior Design,Diploma Levels 3 - 4,Full-time,false,Sep 2026,Closed,Burnaby Campus,false
,https://www.bcit.ca/programs/interior-design/,Interior Design,Diploma Levels 3 - 4,Part-time,false,Sep 2026,Closed,Burnaby Campus,false
,https://www.bcit.ca/programs/interior-design/,Interior Design,Diploma Levels 3 - 4,Part-time,false,Jan 2027,Open,Burnaby Campus,false
,https://www.bcit.ca/programs/interior-design/,Interior Design,Diploma Levels 3 - 4,Part-time - Domestic Only,true,Apr 2027,Open,Burnaby Campus,false
7460MCERT,https://www.bcit.ca/programs/international-trade-and-transportation-logistics-certificate-part-time-7460mcert/,International Trade and Transportation Logistics,Certificate,Part-time,false,Sep 2026,Closed,Blended: Downtown Campus,true
7460MCERT,https://www.bcit.ca/programs/international-trade-and-transportation-logistics-certificate-part-time-7460mcert/,International Trade and Transportation Logistics,Certificate,Part-time,false,Jan 2027,Open,Blended: Downtown Campus,true
7460MCERT,https://www.bcit.ca/programs/international-trade-and-transportation-logistics-certificate-part-time-7460mcert/,International Trade and Transportation Logistics,Certificate,Part-time,false,Apr 2027,Open,Blended: Downtown Campus,true
2000TTCERT,https://www.bcit.ca/programs/ironworker-foundation-certificate-full-time-2000ttcert/,Ironworker Foundation,Certificate,Full-time,false,Ongoing intake,Open,Burnaby Campus,true
6830ACERT,https://www.bcit.ca/programs/leadership-associate-certificate-part-time-6830acert/,Leadership,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
6830ACERT,https://www.bcit.ca/programs/leadership-associate-certificate-part-time-6830acert/,Leadership,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
6830ACERT,https://www.bcit.ca/programs/leadership-associate-certificate-part-time-6830acert/,Leadership,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
6265ACERT,https://www.bcit.ca/programs/lean-six-sigma-principles-associate-certificate-part-time-6265acert/,Lean Six Sigma Principles,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
6265ACERT,https://www.bcit.ca/programs/lean-six-sigma-principles-associate-certificate-part-time-6265acert/,Lean Six Sigma Principles,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
6265ACERT,https://www.bcit.ca/programs/lean-six-sigma-principles-associate-certificate-part-time-6265acert/,Lean Six Sigma Principles,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
2175TTCERT,https://www.bcit.ca/programs/machinist-foundation-certificate-full-time-2175ttcert/,Machinist Foundation,Certificate,Full-time,false,Ongoing intake,Open,Burnaby Campus,true
7950ASCERT,https://www.bcit.ca/programs/magnetic-resonance-imaging-advanced-certificate-part-time-7950ascert/,Magnetic Resonance Imaging,Advanced Certificate,Part-time,false,Sep 2026,Closed,Online,true
7950ASCERT,https://www.bcit.ca/programs/magnetic-resonance-imaging-advanced-certificate-part-time-7950ascert/,Magnetic Resonance Imaging,Advanced Certificate,Part-time,false,Jan 2027,Open,Online,true
7950ASCERT,https://www.bcit.ca/programs/magnetic-resonance-imaging-advanced-certificate-part-time-7950ascert/,Magnetic Resonance Imaging,Advanced Certificate,Part-time,false,Apr 2027,Open,Online,true
7975DIPMA,https://www.bcit.ca/programs/magnetic-resonance-imaging-diploma-full-time-7975dipma/,Magnetic Resonance Imaging,Diploma,Full-time,false,Jan 2027,Closed,Blended: Burnaby Campus,true
2885ADVDIP,https://www.bcit.ca/programs/marine-engineering-advanced-diploma-full-time-2885advdip/,Marine Engineering,Advanced Diploma,,false,Jan 2027,Open,Marine Campus,true
2942DIPMA,https://www.bcit.ca/programs/marine-engineering-diploma-full-time-2942dipma/,Marine Engineering,Diploma,,false,Jan 2027,Open,Marine Campus,true
2942DIPMA,https://www.bcit.ca/programs/marine-engineering-diploma-full-time-2942dipma/,Marine Engineering,Diploma,Full-time,false,Sep 2026,Closed,Marine Campus,true
1920CERT,https://www.bcit.ca/programs/marine-mechanical-technician-foundation-certificate-full-time-1920cert/,Marine Mechanical Technical Foundation,Certificate,Full-time,false,Ongoing intake,Open,Annacis Island Campus,true
630WACERT,https://www.bcit.ca/programs/marketing-management-customer-relationship-marketing-associate-certificate-part-time-630wacert/,Marketing Management - Customer Relationship Marketing,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
630WACERT,https://www.bcit.ca/programs/marketing-management-customer-relationship-marketing-associate-certificate-part-time-630wacert/,Marketing Management - Customer Relationship Marketing,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
630WACERT,https://www.bcit.ca/programs/marketing-management-customer-relationship-marketing-associate-certificate-part-time-630wacert/,Marketing Management - Customer Relationship Marketing,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
630HACERT,https://www.bcit.ca/programs/marketing-management-entrepreneurship-associate-certificate-part-time-630hacert/,Marketing Management - Entrepreneurship,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
630HACERT,https://www.bcit.ca/programs/marketing-management-entrepreneurship-associate-certificate-part-time-630hacert/,Marketing Management - Entrepreneurship,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
630HACERT,https://www.bcit.ca/programs/marketing-management-entrepreneurship-associate-certificate-part-time-630hacert/,Marketing Management - Entrepreneurship,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
6390ACERT,https://www.bcit.ca/programs/marketing-management-fundraising-management-associate-certificate-part-time-6390acert/,Marketing Management - Fundraising Management,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
6390ACERT,https://www.bcit.ca/programs/marketing-management-fundraising-management-associate-certificate-part-time-6390acert/,Marketing Management - Fundraising Management,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
6390ACERT,https://www.bcit.ca/programs/marketing-management-fundraising-management-associate-certificate-part-time-6390acert/,Marketing Management - Fundraising Management,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
630DACERT,https://www.bcit.ca/programs/marketing-management-marketing-communications-associate-certificate-part-time-630dacert/,Marketing Management - Marketing Communications,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
630DACERT,https://www.bcit.ca/programs/marketing-management-marketing-communications-associate-certificate-part-time-630dacert/,Marketing Management - Marketing Communications,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
630DACERT,https://www.bcit.ca/programs/marketing-management-marketing-communications-associate-certificate-part-time-630dacert/,Marketing Management - Marketing Communications,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
630XACERT,https://www.bcit.ca/programs/marketing-management-public-relations-associate-certificate-part-time-630xacert/,Marketing Management - Public Relations,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
630XACERT,https://www.bcit.ca/programs/marketing-management-public-relations-associate-certificate-part-time-630xacert/,Marketing Management - Public Relations,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
630XACERT,https://www.bcit.ca/programs/marketing-management-public-relations-associate-certificate-part-time-630xacert/,Marketing Management - Public Relations,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
630MACERT,https://www.bcit.ca/programs/marketing-management-sales-skills-associate-certificate-part-time-630macert/,Marketing Management - Sales Skills,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
630MACERT,https://www.bcit.ca/programs/marketing-management-sales-skills-associate-certificate-part-time-630macert/,Marketing Management - Sales Skills,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
630MACERT,https://www.bcit.ca/programs/marketing-management-sales-skills-associate-certificate-part-time-630macert/,Marketing Management - Sales Skills,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
630DMCERT,https://www.bcit.ca/programs/marketing-management-marketing-communications-option-certificate-part-time-630dmcert/,Marketing Management Marketing Communications Option,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
630DMCERT,https://www.bcit.ca/programs/marketing-management-marketing-communications-option-certificate-part-time-630dmcert/,Marketing Management Marketing Communications Option,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
630DMCERT,https://www.bcit.ca/programs/marketing-management-marketing-communications-option-certificate-part-time-630dmcert/,Marketing Management Marketing Communications Option,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
630VMCERT,https://www.bcit.ca/programs/marketing-management-professional-sales-option-certificate-part-time-630vmcert/,Marketing Management Professional Sales Option,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
630VMCERT,https://www.bcit.ca/programs/marketing-management-professional-sales-option-certificate-part-time-630vmcert/,Marketing Management Professional Sales Option,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
630VMCERT,https://www.bcit.ca/programs/marketing-management-professional-sales-option-certificate-part-time-630vmcert/,Marketing Management Professional Sales Option,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
6300MCERT,https://www.bcit.ca/programs/marketing-management-certificate-part-time-6300mcert/,Marketing Management,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
6300MCERT,https://www.bcit.ca/programs/marketing-management-certificate-part-time-6300mcert/,Marketing Management,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
6300MCERT,https://www.bcit.ca/programs/marketing-management-certificate-part-time-6300mcert/,Marketing Management,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
6422DIPMA,https://www.bcit.ca/programs/marketing-management-diploma-full-time-6422dipma/,Marketing Management,Diploma,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
,https://www.bcit.ca/programs/mechanical-engineering/,Mechanical Engineering Technology,Diploma Levels 1 - 4,Full-time,false,Sep 2026,Closed,Burnaby Campus,false
8020BENG,https://www.bcit.ca/programs/mechanical-engineering-bachelor-of-engineering-full-time-8020beng/,Mechanical Engineering,Bachelor of Engineering Levels 5 - 8,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
6760ACERT,https://www.bcit.ca/programs/mechanical-systems-associate-certificate-part-time-6760acert/,Mechanical Systems,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby Campus,true
6760ACERT,https://www.bcit.ca/programs/mechanical-systems-associate-certificate-part-time-6760acert/,Mechanical Systems,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby Campus,true
6760ACERT,https://www.bcit.ca/programs/mechanical-systems-associate-certificate-part-time-6760acert/,Mechanical Systems,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby Campus,true
7340DIPLT,https://www.bcit.ca/programs/mechatronics-and-robotics-diploma-full-time-7340diplt/,Mechatronics and Robotics,Diploma,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
630PMCERT,https://www.bcit.ca/programs/media-techniques-and-marketing-communications-certificate-part-time-630pmcert/,Media Techniques and Marketing Communication,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
630PMCERT,https://www.bcit.ca/programs/media-techniques-and-marketing-communications-certificate-part-time-630pmcert/,Media Techniques and Marketing Communication,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
630PMCERT,https://www.bcit.ca/programs/media-techniques-and-marketing-communications-certificate-part-time-630pmcert/,Media Techniques and Marketing Communication,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
6450MCERT,https://www.bcit.ca/programs/media-techniques-for-business-certificate-part-time-6450mcert/,Media Techniques for Business,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
6450MCERT,https://www.bcit.ca/programs/media-techniques-for-business-certificate-part-time-6450mcert/,Media Techniques for Business,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
6450MCERT,https://www.bcit.ca/programs/media-techniques-for-business-certificate-part-time-6450mcert/,Media Techniques for Business,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
6615DIPMA,https://www.bcit.ca/programs/medical-laboratory-science-diploma-full-time-6615dipma/,Medical Laboratory Science,Diploma,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
6630ACERT,https://www.bcit.ca/programs/medical-office-assistant-associate-certificate-part-time-6630acert/,Medical Office Assistant,Associate Certificate,Part-time,false,Sep 2026,Closed,Online,true
6630ACERT,https://www.bcit.ca/programs/medical-office-assistant-associate-certificate-part-time-6630acert/,Medical Office Assistant,Associate Certificate,Part-time,false,Jan 2027,Open,Online,true
6630ACERT,https://www.bcit.ca/programs/medical-office-assistant-associate-certificate-part-time-6630acert/,Medical Office Assistant,Associate Certificate,Part-time,false,Apr 2027,Open,Online,true
6635DIPMA,https://www.bcit.ca/programs/medical-radiography-diploma-full-time-6635dipma/,Medical Radiography,Diploma,Full-time,false,Jan 2027,Closed,Blended: Burnaby Campus,true
2825CERT,https://www.bcit.ca/programs/metal-fabricator-foundation-certificate-full-time-2825cert/,Metal Fabricator Foundation,Certificate,Full-time,false,Ongoing intake,Open,Burnaby Campus,true
2230CERT,https://www.bcit.ca/programs/millwright-foundation-certificate-full-time-2230cert/,Millwright Foundation,Certificate,Full-time,false,Ongoing intake,Open,Burnaby Campus,true
6640DIPMA,https://www.bcit.ca/programs/mineral-exploration-and-mining-technology-diploma-full-time-6640dipma/,Mineral Exploration and Mining Technology,Diploma Levels 1 - 4,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
2365CERT,https://www.bcit.ca/programs/motorcycle-technician-foundation-certificate-full-time-2365cert/,Motorcycle Technician Foundation,Certificate,Full-time,false,Ongoing intake,Open,Blended: Burnaby Campus,true
5115ACERT,https://www.bcit.ca/programs/music-business-associate-certificate-part-time-5115acert/,Music Business,Associate Certificate,Part-time,false,Sep 2026,Closed,Online,true
5115ACERT,https://www.bcit.ca/programs/music-business-associate-certificate-part-time-5115acert/,Music Business,Associate Certificate,Part-time,false,Jan 2027,Open,Online,true
5115ACERT,https://www.bcit.ca/programs/music-business-associate-certificate-part-time-5115acert/,Music Business,Associate Certificate,Part-time,false,Apr 2027,Open,Online,true
2536DIPMA,https://www.bcit.ca/programs/nautical-sciences-diploma-full-time-2536dipma/,Nautical Sciences,Diploma,Full-time,false,Sep 2026,Closed,Marine Campus,true
2536DIPMA,https://www.bcit.ca/programs/nautical-sciences-diploma-full-time-2536dipma/,Nautical Sciences,Diploma,Full-time,false,Feb 2027,Open,Marine Campus,true
1885ACERTS,https://www.bcit.ca/programs/network-administrator-technician-associate-certificate-part-time-1885acerts/,Network Administrator Technician,Associate Certificate,Part-time,false,Sep 2026,Closed,Burnaby Campus,true
1885ACERTS,https://www.bcit.ca/programs/network-administrator-technician-associate-certificate-part-time-1885acerts/,Network Administrator Technician,Associate Certificate,Part-time,false,Jan 2027,Open,Burnaby Campus,true
1885ACERTS,https://www.bcit.ca/programs/network-administrator-technician-associate-certificate-part-time-1885acerts/,Network Administrator Technician,Associate Certificate,Part-time,false,Apr 2027,Open,Burnaby Campus,true
6525DIPMA,https://www.bcit.ca/programs/new-media-design-and-web-development-diploma-full-time-6525dipma/,New Media Design and Web Development,Diploma,Full-time,false,Sep 2026,Closed,Blended: Downtown Campus,true
6310ACERT,https://www.bcit.ca/programs/nonprofit-management-associate-certificate-part-time-6310acert/,Nonprofit Management,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
6310ACERT,https://www.bcit.ca/programs/nonprofit-management-associate-certificate-part-time-6310acert/,Nonprofit Management,Associate Certificate,Part-time,false,Sep 2026,Closed,Online,true
6310ACERT,https://www.bcit.ca/programs/nonprofit-management-associate-certificate-part-time-6310acert/,Nonprofit Management,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
6310ACERT,https://www.bcit.ca/programs/nonprofit-management-associate-certificate-part-time-6310acert/,Nonprofit Management,Associate Certificate,Part-time,false,Jan 2027,Open,Online,true
6310ACERT,https://www.bcit.ca/programs/nonprofit-management-associate-certificate-part-time-6310acert/,Nonprofit Management,Associate Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
6310ACERT,https://www.bcit.ca/programs/nonprofit-management-associate-certificate-part-time-6310acert/,Nonprofit Management,Associate Certificate,Part-time,false,Apr 2027,Open,Online,true
6705DIPMA,https://www.bcit.ca/programs/nuclear-medicine-diploma-full-time-6705dipma/,Nuclear Medicine,Diploma,Full-time,false,Sep 2026,Closed,Blended: Burnaby Campus,true
8875BSN,https://www.bcit.ca/programs/nursing-bachelor-of-science-in-nursing-full-time-8875bsn/,Nursing,Bachelor of Science in Nursing,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
8875BSN,https://www.bcit.ca/programs/nursing-bachelor-of-science-in-nursing-full-time-8875bsn/,Nursing,Bachelor of Science in Nursing,Full-time,false,Jan 2027,Closed,Burnaby Campus,true
8875BSN,https://www.bcit.ca/programs/nursing-bachelor-of-science-in-nursing-full-time-8875bsn/,Nursing,Bachelor of Science in Nursing,Full-time,false,Apr 2027,Not yet open,Burnaby Campus,true
5755ACERT,https://www.bcit.ca/programs/occupational-health-and-safety-practitioners-associate-certificate-part-time-5755acert/,Occupational Health and Safety Practitioners,Associate Certificate,Part-time,false,Sep 2026,Closed,Online,true
5755ACERT,https://www.bcit.ca/programs/occupational-health-and-safety-practitioners-associate-certificate-part-time-5755acert/,Occupational Health and Safety Practitioners,Associate Certificate,Part-time,false,Jan 2027,Open,Online,true
5755ACERT,https://www.bcit.ca/programs/occupational-health-and-safety-practitioners-associate-certificate-part-time-5755acert/,Occupational Health and Safety Practitioners,Associate Certificate,Part-time,false,Apr 2027,Open,Online,true
6850DIPLT,https://www.bcit.ca/programs/occupational-health-and-safety-diploma-full-time-6850diplt/,Occupational Health and Safety,Diploma,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
6998CERT,https://www.bcit.ca/programs/office-administrator-with-technology-program-oat-certificate-full-time-6998cert/,Office Administrator with Technology OAT,Certificate,Full-time,false,Oct 2026,Closed,Online,true
6998CERT,https://www.bcit.ca/programs/office-administrator-with-technology-program-oat-certificate-full-time-6998cert/,Office Administrator with Technology OAT,Certificate,Full-time - Domestic Only,true,Apr 2027,Not yet open,Downtown Campus,true
690FMCERT,https://www.bcit.ca/programs/operations-management-facilities-management-option-certificate-part-time-690fmcert/,Operations Management Facilities Management Option,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
690FMCERT,https://www.bcit.ca/programs/operations-management-facilities-management-option-certificate-part-time-690fmcert/,Operations Management Facilities Management Option,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
690FMCERT,https://www.bcit.ca/programs/operations-management-facilities-management-option-certificate-part-time-690fmcert/,Operations Management Facilities Management Option,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
690AMCERT,https://www.bcit.ca/programs/operations-management-industrial-engineering-option-certificate-part-time-690amcert/,Operations Management Industrial Engineering Option,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
690AMCERT,https://www.bcit.ca/programs/operations-management-industrial-engineering-option-certificate-part-time-690amcert/,Operations Management Industrial Engineering Option,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
690AMCERT,https://www.bcit.ca/programs/operations-management-industrial-engineering-option-certificate-part-time-690amcert/,Operations Management Industrial Engineering Option,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
690BMCERT,https://www.bcit.ca/programs/operations-management-management-engineering-option-certificate-part-time-690bmcert/,Operations Management Management Engineering Option,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
690BMCERT,https://www.bcit.ca/programs/operations-management-management-engineering-option-certificate-part-time-690bmcert/,Operations Management Management Engineering Option,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
690BMCERT,https://www.bcit.ca/programs/operations-management-management-engineering-option-certificate-part-time-690bmcert/,Operations Management Management Engineering Option,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
690DMCERT,https://www.bcit.ca/programs/operations-management-materials-management-option-certificate-part-time-690dmcert/,Operations Management Materials Management Option,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
690DMCERT,https://www.bcit.ca/programs/operations-management-materials-management-option-certificate-part-time-690dmcert/,Operations Management Materials Management Option,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
690DMCERT,https://www.bcit.ca/programs/operations-management-materials-management-option-certificate-part-time-690dmcert/,Operations Management Materials Management Option,Certificate,Part-time,false,Apr 2027,Open,Blended: Burnaby/Downtown,true
6915DIPMA,https://www.bcit.ca/programs/operations-and-management-engineering-diploma-full-time-6915dipma/,Operations and Management Engineering,Diploma,Full-time,false,Sep 2026,Closed,Burnaby Campus,true
6008CERT,https://www.bcit.ca/programs/payroll-administration-certificate-part-time-6008cert/,Payroll Administration,Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
6008CERT,https://www.bcit.ca/programs/payroll-administration-certificate-part-time-6008cert/,Payroll Administration,Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
6008CERT,https://www.bcit.ca/programs/payroll-administration-certificate-part-time-6008cert/,Payroll Administration,Certificate,Part-time - Domestic Only,true,Apr 2027,Open,Blended: Burnaby/Downtown,true
6005ACERT,https://www.bcit.ca/programs/payroll-and-human-resources-associate-certificate-part-time-6005acert/,Payroll and Human Resources,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
6005ACERT,https://www.bcit.ca/programs/payroll-and-human-resources-associate-certificate-part-time-6005acert/,Payroll and Human Resources,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
6005ACERT,https://www.bcit.ca/programs/payroll-and-human-resources-associate-certificate-part-time-6005acert/,Payroll and Human Resources,Associate Certificate,Part-time - Domestic Only,true,Apr 2027,Open,Blended: Burnaby/Downtown,true
2440CERT,https://www.bcit.ca/programs/piping-foundation-certificate-full-time-2440cert/,Piping Foundation,Certificate,Full-time,false,Ongoing intake,Waitlisting,Burnaby Campus,true
5175ACERT,https://www.bcit.ca/programs/polytechnic-teaching-associate-certificate-part-time-5175acert/,Polytechnic Teaching,Associate Certificate,Part-time,false,Sep 2026,Closed,Burnaby/Blended,true
5175ACERT,https://www.bcit.ca/programs/polytechnic-teaching-associate-certificate-part-time-5175acert/,Polytechnic Teaching,Associate Certificate,Part-time,false,Jan 2027,Open,Burnaby/Blended,true
5175ACERT,https://www.bcit.ca/programs/polytechnic-teaching-associate-certificate-part-time-5175acert/,Polytechnic Teaching,Associate Certificate,Part-time,false,Apr 2027,Open,Burnaby/Blended,true
2410TTCERT,https://www.bcit.ca/programs/power-engineering-general-program-certificate-full-time-2410ttcert/,Power Engineering General Program,Certificate,Full-time,false,Ongoing intake,Waitlisting,Burnaby Campus,true
2430DIPMA,https://www.bcit.ca/programs/power-and-process-engineering-diploma-full-time-2430dipma/,Power and Process Engineering,Diploma,Full-time,false,Ongoing intake,Open,Burnaby Campus,true
5290ADVDIP,https://www.bcit.ca/programs/professional-accounting-advanced-diploma-full-time-part-time-5290advdip/,Professional Accounting,Advanced Diploma,Full-time,false,Sep 2026,Closed,Downtown Campus,true
5290ADVDIP,https://www.bcit.ca/programs/professional-accounting-advanced-diploma-full-time-part-time-5290advdip/,Professional Accounting,Advanced Diploma,Part-time,false,Sep 2026,Closed,Burnaby/Downtown,true
5290ADVDIP,https://www.bcit.ca/programs/professional-accounting-advanced-diploma-full-time-part-time-5290advdip/,Professional Accounting,Advanced Diploma,Part-time,false,Jan 2027,Open,Burnaby/Downtown,true
5290ADVDIP,https://www.bcit.ca/programs/professional-accounting-advanced-diploma-full-time-part-time-5290advdip/,Professional Accounting,Advanced Diploma,Part-time - Domestic Only,true,Apr 2027,Open,Burnaby/Downtown,true
5085ACERT,https://www.bcit.ca/programs/project-management-associate-certificate-part-time-5085acert/,Project Management,Associate Certificate,Part-time,false,Sep 2026,Closed,Blended: Burnaby/Downtown,true
5085ACERT,https://www.bcit.ca/programs/project-management-associate-certificate-part-time-5085acert/,Project Management,Associate Certificate,Part-time,false,Jan 2027,Open,Blended: Burnaby/Downtown,true
