key,url,approved_raw_sha256,approved_stable_content_sha256,checked_at,error,final_url,live_raw_sha256,live_stable_content_sha256,verification
international_flexible,https://www.bcit.ca/international-applicants/flexible-credential-programs/,80ccc30497514cdabeb24188c92933bde377ee28c660097ccd4abb46138608d4,6f11764c7a97412307520b6e0c253584bad6f9dd80fda7850d205ed4927281c3,2026-09-08T18:01:19.575464+00:00,,https://www.bcit.ca/international-applicants/flexible-credential-programs/,80ccc30497514cdabeb24188c92933bde377ee28c660097ccd4abb46138608d4,6f11764c7a97412307520b6e0c253584bad6f9dd80fda7850d205ed4927281c3,EXACT_BYTES_MATCH
international_full_time,https://www.bcit.ca/international-applicants/regular-credential-programs/,ef555c53d49601c848d071e461a1885414dddeb55de111d8bf063c4be05246ee,256e03218aab2dfd3c71e7a196d7d6c20d23abdf4dc69fb1fc0ce0c0ebe75e62,2026-09-08T18:01:19.934434+00:00,,https://www.bcit.ca/international-applicants/regular-credential-programs/,ef555c53d49601c848d071e461a1885414dddeb55de111d8bf063c4be05246ee,256e03218aab2dfd3c71e7a196d7d6c20d23abdf4dc69fb1fc0ce0c0ebe75e62,EXACT_BYTES_MATCH
